ID,birthdate,sex_at_birth,country,environment,SES
P08983,2003-08-06,Male,Japan,Urban,high
P08984,2006-07-21,Male,United Kingdom,Rural,medium
P08985,1990-09-06,Male,Mexico,Rural,medium
P08986,2004-04-05,Male,Mexico,Urban,low
P08987,1998-08-14,Female,Canada,Urban,low
P08988,1994-09-25,Male,Japan,Urban,high
P08989,1989-02-11,Female,Nigeria,Urban,medium
P08990,1998-08-17,Male,Colombia,Urban,high
P08991,1998-04-17,Male,Nigeria,Urban,low
P08992,2001-02-05,Female,Australia,Urban,medium
P08993,2008-12-02,Female,Germany,Urban,low
P08994,2001-04-01,Female,Mexico,Urban,medium
P08995,1981-07-07,Female,Mexico,Urban,high
P08996,2000-12-28,Male,United Kingdom,Urban,medium
P08997,1988-05-15,Female,Egypt,Urban,medium
P08998,1993-08-09,Male,France,Rural,high
P08999,2002-02-21,Female,Germany,Rural,medium
P09000,1989-01-21,Female,China,Urban,low
P09001,1982-02-14,Female,Fiji,Rural,medium
P09002,1986-05-16,Male,France,Urban,medium
P09003,1986-09-01,Male,Germany,Rural,low
P09004,1995-03-17,Female,Colombia,Urban,low
P09005,1992-02-26,Female,Mexico,Urban,medium
P09006,1982-07-29,Female,South Africa,Urban,low
P09007,2005-08-23,Female,Mexico,Rural,medium
P09008,1996-10-25,Female,India,Urban,medium
P09009,2004-06-17,Female,Nigeria,Rural,low
P09010,1992-04-08,Male,United States,Urban,high
P09011,1982-08-27,Female,United Kingdom,Urban,low
P09012,2007-09-20,Male,China,Urban,medium
P09013,1997-07-12,Male,Fiji,Rural,medium
P09014,1999-06-27,Male,United States,Urban,high
P09015,1999-07-11,Female,Australia,Rural,medium
P09016,1997-05-02,Male,Germany,Urban,medium
P09017,1983-11-29,Female,Mexico,Rural,medium
P09018,1995-04-14,Male,India,Rural,medium
P09019,1995-08-01,Female,United States,Rural,low
P09020,1995-11-10,Female,India,Rural,low
P09021,1998-04-06,Male,Nigeria,Urban,high
P09022,1998-02-23,Female,Germany,Urban,medium
P09023,1983-01-15,Female,New Zealand,Urban,medium
P09024,2002-12-02,Male,Fiji,Rural,medium
P09025,2001-07-12,Male,Argentina,Urban,low
P09026,2001-10-23,Female,Argentina,Urban,medium
P09027,1989-02-10,Male,Argentina,Urban,high
P09028,1981-02-26,Male,Canada,Urban,high
P09029,1983-08-17,Female,Egypt,Urban,medium
P09030,2006-02-17,Female,Canada,Urban,medium
P09031,1988-03-20,Male,France,Urban,low
P09032,1984-10-15,Male,Brazil,Urban,low
P09033,1992-01-27,Male,Fiji,Urban,high
P09034,1983-01-23,Male,Colombia,Urban,high
P09035,1990-10-26,Female,Mexico,Rural,medium
P09036,1991-10-20,Female,Nigeria,Urban,medium
P09037,1991-01-28,Female,Japan,Urban,medium
P09038,2006-08-23,Male,India,Rural,low
P09039,2002-08-21,Male,Canada,Urban,high
P09040,1985-12-27,Female,Argentina,Urban,medium
P09041,1996-07-21,Male,United States,Urban,medium
P09042,1987-04-25,Male,United States,Urban,medium
P09043,1982-03-15,Female,Nigeria,Rural,medium
P09044,1992-03-23,Male,Brazil,Urban,low
P09045,1981-07-27,Male,Canada,Urban,medium
P09046,1999-04-05,Female,Brazil,Urban,medium
P09047,1985-07-08,Male,United Kingdom,Urban,high
P09048,1990-10-27,Female,Mexico,Urban,medium
P09049,1985-03-04,Female,France,Urban,medium
P09050,2007-06-14,Female,United States,Urban,high
P09051,1984-08-22,Male,Germany,Rural,high
P09052,1991-12-15,Female,United States,Rural,high
P09053,1988-01-03,Male,India,Urban,low
P09054,1986-06-18,Female,United Kingdom,Urban,medium
P09055,1995-06-21,Female,India,Urban,medium
P09056,2002-09-28,Male,Egypt,Rural,high
P09057,1995-06-06,Female,Australia,Rural,medium
P09058,2007-03-22,Female,Mexico,Rural,low
P09059,1986-02-07,Female,Australia,Urban,low
P09060,2003-02-05,Female,Brazil,Urban,medium
P09061,1995-04-14,Female,South Africa,Urban,low
P09062,1997-11-15,Male,Canada,Urban,high
P09063,1993-12-28,Female,Colombia,Urban,low
P09064,1994-09-03,Female,Egypt,Urban,low
P09065,1981-03-01,Female,Brazil,Urban,medium
P09066,1998-11-09,Male,United Kingdom,Urban,medium
P09067,1988-09-29,Male,New Zealand,Urban,medium
P09068,1989-02-26,Male,Colombia,Urban,low
P09069,1998-07-08,Female,Colombia,Urban,low
P09070,1981-05-15,Male,Japan,Rural,medium
P09071,2005-05-20,Male,New Zealand,Urban,medium
P09072,2003-09-02,Male,Australia,Urban,medium
P09073,1991-08-25,Male,Argentina,Urban,low
P09074,1991-06-06,Male,China,Urban,high
P09075,1985-02-26,Female,India,Urban,high
P09076,1983-07-23,Female,China,Urban,medium
P09077,1998-02-14,Female,Japan,Rural,medium
P09078,1987-12-22,Male,South Africa,Urban,medium
P09079,1989-07-24,Male,Germany,Urban,low
P09080,1992-01-18,Female,Mexico,Urban,medium
P09081,1993-11-25,Female,Japan,Rural,low
P09082,1996-10-28,Male,Colombia,Urban,medium
P09083,1988-07-23,Male,China,Urban,medium
P09084,1992-08-26,Female,Mexico,Urban,medium
P09085,1981-06-20,Female,United States,Rural,medium
P09086,2004-06-10,Male,China,Rural,high
P09087,1988-09-17,Female,Fiji,Urban,low
P09088,1995-03-11,Male,United Kingdom,Urban,medium
P09089,1999-07-24,Female,United States,Rural,medium
P09090,1998-10-09,Female,India,Urban,medium
P09091,2007-11-25,Male,Brazil,Urban,medium
P09092,1984-08-31,Female,New Zealand,Urban,medium
P09093,1992-09-09,Male,United Kingdom,Urban,low
P09094,1983-03-30,Male,Germany,Urban,high
P09095,1999-07-09,Male,New Zealand,Urban,high
P09096,1995-03-26,Male,Brazil,Urban,medium
P09097,1993-09-28,Male,India,Urban,high
P09098,1985-11-16,Male,United States,Rural,medium
P09099,1989-09-12,Female,India,Rural,low
P09100,2002-07-13,Female,India,Urban,high
P09101,1993-07-27,Female,China,Urban,medium
P09102,2004-06-23,Female,Mexico,Urban,low
P09103,1994-04-23,Male,Canada,Urban,medium
P09104,1997-08-15,Female,Mexico,Urban,high
P09105,1998-05-13,Female,China,Rural,medium
P09106,1992-08-02,Female,China,Rural,medium
P09107,2008-06-13,Female,Colombia,Urban,low
P09108,1988-10-21,Male,Mexico,Urban,medium
P09109,2000-07-31,Female,South Africa,Urban,low
P09110,2002-04-06,Male,Germany,Rural,medium
P09111,2005-12-01,Female,Japan,Urban,medium
P09112,1983-03-19,Female,France,Urban,medium
P09113,1989-06-03,Male,Colombia,Urban,low
P09114,2007-04-29,Male,Brazil,Urban,low
P09115,2000-05-21,Male,Colombia,Rural,medium
P09116,1993-09-19,Female,New Zealand,Urban,low
P09117,1993-01-13,Male,Egypt,Rural,high
P09118,1982-02-12,Female,Brazil,Urban,medium
P09119,1993-12-25,Female,Japan,Urban,low
P09120,1983-11-13,Male,United States,Urban,low
P09121,1995-02-10,Female,Brazil,Urban,medium
P09122,2006-12-05,Female,France,Rural,low
P09123,1996-01-03,Male,United Kingdom,Rural,medium
P09124,2003-10-14,Female,France,Urban,high
P09125,2008-08-10,Male,China,Urban,medium
P09126,2006-03-05,Male,United States,Rural,high
P09127,2008-09-29,Male,India,Rural,medium
P09128,1983-09-13,Female,Brazil,Urban,low
P09129,1984-07-26,Female,Nigeria,Urban,low
P09130,2004-01-18,Female,Argentina,Rural,low
P09131,2008-02-25,Male,Australia,Urban,high
P09132,2006-01-26,Female,Colombia,Urban,low
P09133,1988-11-07,Female,France,Urban,high
P09134,2004-04-04,Male,United Kingdom,Rural,medium
P09135,1995-01-08,Male,Colombia,Urban,medium
P09136,1989-06-08,Male,Australia,Urban,low
P09137,2001-07-02,Female,United States,Urban,high
P09138,1989-10-06,Female,Brazil,Urban,high
P09139,1982-11-25,Male,France,Urban,high
P09140,2007-09-24,Female,Mexico,Urban,low
P09141,1986-01-25,Male,Australia,Urban,medium
P09142,1999-12-01,Male,India,Rural,high
P09143,1982-05-03,Male,Argentina,Urban,low
P09144,1983-06-11,Female,United States,Urban,medium
P09145,1993-09-09,Female,Egypt,Rural,medium
P09146,2008-03-29,Male,Egypt,Urban,low
P09147,2004-01-08,Female,Argentina,Urban,medium
P09148,2005-07-29,Male,India,Urban,high
P09149,1988-01-30,Male,Mexico,Urban,high
P09150,1988-06-01,Male,United Kingdom,Rural,low
P09151,1983-10-24,Male,China,Urban,medium
P09152,1986-08-30,Male,Fiji,Urban,high
P09153,1983-11-23,Male,Australia,Urban,low
P09154,1990-09-28,Male,Argentina,Urban,high
P09155,1986-07-23,Female,Mexico,Urban,low
P09156,1989-08-31,Female,United Kingdom,Urban,high
P09157,2003-08-25,Female,Australia,Urban,medium
P09158,2005-05-20,Female,Colombia,Urban,medium
P09159,2002-09-02,Female,France,Urban,low
P09160,1997-04-27,Male,India,Urban,medium
P09161,1981-10-31,Female,Colombia,Urban,medium
P09162,1984-11-04,Male,China,Rural,medium
P09163,1988-12-31,Male,Argentina,Urban,medium
P09164,1982-10-22,Female,Germany,Urban,medium
P09165,1992-07-23,Male,Fiji,Urban,medium
P09166,2003-03-15,Male,Argentina,Rural,medium
P09167,1984-02-25,Female,Argentina,Urban,high
P09168,1992-02-10,Male,Nigeria,Urban,low
P09169,1992-12-13,Female,France,Urban,medium
P09170,1991-06-17,Female,Brazil,Rural,high
P09171,2005-05-26,Male,United Kingdom,Urban,high
P09172,2006-11-27,Female,Australia,Urban,medium
P09173,2004-12-31,Male,United Kingdom,Urban,medium
P09174,1984-10-16,Female,Australia,Urban,medium
P09175,1993-11-27,Female,Fiji,Urban,medium
P09176,1981-07-30,Female,Canada,Urban,low
P09177,1991-04-16,Male,Mexico,Urban,high
P09178,1991-05-08,Female,United States,Rural,low
P09179,1991-05-25,Female,Canada,Urban,high
P09180,1985-08-17,Female,Colombia,Urban,medium
P09181,1986-06-10,Male,Argentina,Urban,medium
P09182,1984-09-13,Male,Brazil,Urban,medium
P09183,1984-01-03,Male,China,Rural,high
P09184,1993-10-05,Female,Egypt,Rural,low
P09185,2002-12-17,Female,Australia,Rural,medium
P09186,1994-08-02,Female,New Zealand,Urban,low
P09187,1988-03-30,Male,Japan,Urban,low
P09188,1986-05-26,Female,Canada,Rural,medium
P09189,1989-11-16,Female,Egypt,Urban,medium
P09190,2006-04-24,Male,Fiji,Rural,medium
P09191,1996-01-06,Female,South Africa,Urban,medium
P09192,1990-01-01,Male,Egypt,Urban,medium
P09193,1991-01-15,Male,Mexico,Urban,medium
P09194,1999-01-24,Male,Japan,Urban,medium
P09195,2000-06-10,Female,Egypt,Urban,high
P09196,2004-12-10,Male,Egypt,Urban,high
P09197,2006-09-30,Female,United States,Urban,medium
P09198,1984-06-22,Male,South Africa,Urban,medium
P09199,1992-01-04,Male,United Kingdom,Rural,low
P09200,2000-02-26,Male,South Africa,Urban,medium
P09201,2006-01-18,Male,Germany,Urban,low
P09202,1991-11-05,Male,United States,Urban,medium
P09203,2006-02-07,Female,South Africa,Urban,medium
P09204,1991-06-27,Female,Fiji,Urban,medium
P09205,1982-08-22,Female,Egypt,Urban,high
P09206,2005-07-18,Male,Fiji,Urban,high
P09207,1981-10-03,Female,Japan,Rural,medium
P09208,1984-05-14,Female,China,Urban,low
P09209,1991-10-25,Female,Japan,Urban,medium
P09210,1990-11-20,Male,Mexico,Urban,high
P09211,1988-09-28,Male,Australia,Rural,high
P09212,2008-06-11,Male,India,Urban,medium
P09213,2002-10-23,Male,China,Urban,low
P09214,1985-07-14,Female,Mexico,Urban,high
P09215,1992-11-20,Male,South Africa,Rural,low
P09216,2001-11-23,Male,South Africa,Urban,high
P09217,1998-08-29,Male,Mexico,Urban,medium
P09218,1991-09-11,Male,Nigeria,Urban,medium
P09219,1991-03-14,Male,France,Urban,medium
P09220,2002-07-27,Male,Egypt,Urban,high
P09221,2006-11-21,Female,Australia,Urban,low
P09222,1989-07-03,Male,Colombia,Rural,medium
P09223,1983-06-19,Female,Mexico,Urban,low
P09224,1996-05-07,Male,South Africa,Urban,low
P09225,1987-03-21,Female,Nigeria,Urban,low
P09226,2005-07-25,Female,Colombia,Urban,high
P09227,1999-12-14,Male,Colombia,Urban,medium
P09228,1997-10-22,Female,Mexico,Urban,medium
P09229,1995-03-21,Female,China,Urban,low
P09230,2003-07-08,Female,China,Rural,low
P09231,1994-05-05,Male,Germany,Urban,medium
P09232,2008-05-05,Female,Germany,Urban,medium
P09233,1982-03-12,Male,United Kingdom,Urban,low
P09234,1996-12-17,Male,France,Rural,medium
P09235,1995-06-05,Female,France,Urban,medium
P09236,1996-06-28,Male,South Africa,Rural,medium
P09237,1985-02-10,Female,Fiji,Rural,low
P09238,1986-05-30,Male,Argentina,Urban,medium
P09239,2001-08-02,Male,United States,Urban,low
P09240,1993-07-24,Male,Fiji,Urban,medium
P09241,1990-08-10,Male,New Zealand,Rural,medium
P09242,1996-11-12,Male,United Kingdom,Rural,high
P09243,1987-09-08,Female,Germany,Rural,low
P09244,1991-02-13,Male,India,Rural,medium
P09245,1987-07-09,Female,Argentina,Urban,medium
P09246,1981-10-14,Female,France,Urban,low
P09247,1984-12-09,Female,Colombia,Urban,low
P09248,2004-05-15,Male,Mexico,Rural,low
P09249,1991-01-29,Female,Germany,Rural,low
P09250,1999-04-23,Female,Australia,Urban,medium
P09251,2001-09-02,Female,Mexico,Rural,high
P09252,1985-09-19,Male,Japan,Urban,medium
P09253,1988-02-07,Male,China,Rural,medium
P09254,2007-07-31,Female,United States,Urban,medium
P09255,2002-03-26,Female,New Zealand,Urban,medium
P09256,1991-07-10,Female,United Kingdom,Urban,medium
P09257,2008-04-08,Female,United States,Urban,high
P09258,1983-12-19,Male,Argentina,Urban,medium
P09259,1994-10-29,Male,Fiji,Urban,low
P09260,1988-02-11,Male,Nigeria,Urban,low
P09261,2008-07-05,Male,Nigeria,Urban,medium
P09262,1993-11-28,Male,Brazil,Urban,medium
P09263,1994-08-12,Male,South Africa,Rural,low
P09264,2003-11-30,Male,Australia,Urban,low
P09265,2003-05-08,Male,Argentina,Urban,medium
P09266,1990-09-10,Male,Argentina,Urban,low
P09267,1990-08-09,Male,Germany,Urban,high
P09268,1992-07-16,Male,Colombia,Urban,medium
P09269,1994-06-02,Male,Nigeria,Urban,low
P09270,1991-01-26,Male,Argentina,Urban,high
P09271,1996-08-17,Female,Egypt,Rural,high
P09272,2005-09-28,Female,India,Urban,medium
P09273,1991-10-14,Male,Colombia,Urban,low
P09274,2005-09-27,Female,South Africa,Urban,medium
P09275,2004-09-22,Female,New Zealand,Rural,medium
P09276,2000-11-27,Female,Egypt,Urban,medium
P09277,1983-09-17,Female,Argentina,Urban,low
P09278,1992-11-12,Female,United States,Urban,medium
P09279,2002-08-06,Male,United States,Rural,high
P09280,1993-03-21,Female,Germany,Rural,medium
P09281,1985-04-03,Female,Colombia,Urban,low
P09282,1983-05-30,Female,Egypt,Urban,low
P09283,1983-12-21,Male,India,Urban,medium
P09284,1985-12-23,Female,Mexico,Rural,medium
P09285,1989-11-09,Female,Colombia,Urban,medium
P09286,1996-10-24,Female,China,Rural,low
P09287,1994-10-20,Male,Australia,Urban,medium
P09288,1986-05-09,Female,Canada,Rural,high
P09289,2003-04-15,Female,Australia,Urban,medium
P09290,1984-03-02,Female,New Zealand,Urban,low
P09291,1985-10-01,Female,United States,Rural,medium
P09292,1984-10-18,Female,Germany,Urban,medium
P09293,2008-02-06,Male,United States,Urban,low
P09294,2008-06-06,Male,India,Urban,medium
P09295,1987-04-13,Male,France,Urban,medium
P09296,2000-08-18,Male,India,Rural,medium
P09297,1982-05-09,Male,Argentina,Urban,medium
P09298,2001-11-04,Male,Mexico,Urban,low
P09299,2002-10-27,Male,United States,Rural,low
P09300,1991-02-21,Male,Brazil,Urban,medium
P09301,1994-08-06,Female,United States,Urban,medium
P09302,1990-12-12,Female,Germany,Rural,low
P09303,1991-05-29,Male,Mexico,Urban,high
P09304,1998-04-10,Male,Nigeria,Rural,medium
P09305,2007-01-30,Male,Brazil,Rural,high
P09306,1991-01-12,Female,United States,Urban,high
P09307,1989-12-18,Female,New Zealand,Urban,medium
P09308,2006-04-13,Male,Brazil,Rural,high
P09309,1983-08-22,Female,India,Rural,low
P09310,1994-02-17,Male,Canada,Rural,medium
P09311,1988-03-03,Female,Japan,Urban,low
P09312,2000-12-30,Male,Egypt,Rural,high
P09313,2007-01-08,Female,United Kingdom,Urban,high
P09314,1999-03-14,Female,United States,Urban,medium
P09315,1992-12-06,Male,United Kingdom,Rural,high
P09316,1995-01-25,Male,Australia,Rural,medium
P09317,1998-07-26,Female,Australia,Urban,medium
P09318,2004-03-21,Male,New Zealand,Urban,low
P09319,1998-11-30,Male,Canada,Rural,medium
P09320,1981-11-13,Male,France,Rural,medium
P09321,2007-09-14,Female,Canada,Urban,low
P09322,2001-07-08,Female,South Africa,Urban,medium
P09323,2007-03-19,Female,China,Rural,low
P09324,1984-09-26,Female,China,Rural,low
P09325,1982-07-31,Male,Brazil,Urban,medium
P09326,1994-03-06,Female,Japan,Urban,high
P09327,2007-03-05,Male,Germany,Urban,low
P09328,1998-01-26,Male,South Africa,Urban,medium
P09329,2004-01-22,Female,Egypt,Urban,low
P09330,1992-06-10,Male,France,Urban,medium
P09331,1999-01-02,Female,India,Urban,medium
P09332,1986-05-22,Male,Canada,Urban,medium
P09333,1991-06-12,Male,Japan,Rural,high
P09334,2005-08-17,Male,New Zealand,Rural,medium
P09335,1992-03-28,Male,Brazil,Urban,high
P09336,1994-05-25,Male,Nigeria,Rural,medium
P09337,2008-12-28,Female,Australia,Rural,low
P09338,1999-02-21,Female,Brazil,Urban,medium
P09339,2006-01-23,Female,New Zealand,Urban,medium
P09340,1991-04-04,Male,Fiji,Urban,medium
P09341,2007-09-24,Female,New Zealand,Rural,low
P09342,1997-08-07,Female,Egypt,Rural,high
P09343,1994-11-26,Male,Brazil,Rural,high
P09344,1984-12-22,Male,Colombia,Rural,low
P09345,2006-11-18,Female,South Africa,Urban,low
P09346,2007-09-14,Male,Canada,Urban,medium
P09347,1996-12-07,Female,New Zealand,Rural,medium
P09348,1987-09-24,Male,France,Urban,high
P09349,1982-06-22,Male,Mexico,Rural,medium
P09350,1999-12-14,Female,South Africa,Urban,medium
P09351,1996-02-27,Female,New Zealand,Urban,low
P09352,2001-01-31,Female,France,Urban,medium
P09353,2004-10-16,Female,Mexico,Urban,high
P09354,1987-03-15,Male,Argentina,Urban,high
P09355,1990-08-28,Male,Australia,Urban,low
P09356,2003-09-17,Female,United Kingdom,Urban,medium
P09357,1985-03-27,Female,Egypt,Rural,medium
P09358,1997-11-19,Male,Canada,Urban,medium
P09359,1989-05-10,Female,Fiji,Urban,medium
P09360,1995-04-28,Female,China,Urban,low
P09361,2001-02-17,Female,New Zealand,Urban,low
P09362,1992-02-27,Male,Egypt,Urban,medium
P09363,2006-11-23,Female,United Kingdom,Rural,high
P09364,1999-02-11,Male,Fiji,Urban,high
P09365,1997-05-21,Female,Germany,Rural,medium
P09366,2002-03-23,Female,Japan,Rural,medium
P09367,2002-06-08,Female,Egypt,Rural,high
P09368,2008-02-13,Male,Australia,Rural,medium
P09369,2004-02-06,Female,Australia,Urban,low
P09370,1997-06-16,Female,Egypt,Urban,medium
P09371,2004-10-13,Male,Mexico,Urban,low
P09372,1988-02-27,Male,Fiji,Urban,medium
P09373,1983-02-20,Female,United Kingdom,Rural,high
P09374,2006-03-01,Female,India,Urban,low
P09375,2005-08-21,Female,Canada,Urban,low
P09376,1985-01-29,Female,China,Urban,low
P09377,2006-07-04,Male,India,Urban,high
P09378,1986-02-22,Male,Germany,Rural,medium
P09379,1993-10-23,Male,Australia,Urban,medium
P09380,2000-10-06,Male,Fiji,Rural,medium
P09381,1991-04-17,Female,France,Urban,medium
P09382,1984-06-18,Female,Canada,Urban,low
P09383,2001-10-04,Male,Brazil,Urban,medium
P09384,2005-06-11,Male,Nigeria,Urban,medium
P09385,2005-11-04,Male,India,Urban,low
P09386,2000-04-25,Male,Brazil,Rural,medium
P09387,2008-02-10,Female,China,Urban,medium
P09388,1982-02-25,Female,Australia,Urban,high
P09389,1987-06-21,Male,Nigeria,Urban,medium
P09390,1990-07-11,Male,Canada,Urban,medium
P09391,2005-03-29,Female,Australia,Urban,medium
P09392,1996-04-03,Female,Egypt,Urban,medium
P09393,2007-12-15,Female,Japan,Urban,medium
P09394,1995-11-23,Female,Argentina,Rural,medium
P09395,2002-03-17,Female,New Zealand,Urban,high
P09396,1993-01-04,Male,Fiji,Urban,medium
P09397,1983-11-04,Male,Brazil,Urban,low
P09398,1997-01-23,Male,Nigeria,Urban,low
P09399,1982-10-27,Female,China,Urban,low
P09400,1998-06-22,Female,United States,Urban,high
P09401,1987-09-16,Female,New Zealand,Urban,high
P09402,1990-08-11,Female,Colombia,Rural,low
P09403,1998-06-12,Male,New Zealand,Rural,medium
P09404,1999-07-24,Male,United Kingdom,Urban,medium
P09405,1995-06-25,Female,Nigeria,Urban,high
P09406,1985-09-22,Male,Colombia,Rural,low
P09407,1997-01-25,Male,Fiji,Urban,low
P09408,1988-02-25,Male,Japan,Urban,low
P09409,1982-09-01,Female,Colombia,Urban,low
P09410,2000-01-23,Male,China,Urban,medium
P09411,1986-10-09,Female,New Zealand,Urban,medium
P09412,1990-03-23,Male,Japan,Urban,low
P09413,1992-06-22,Male,China,Urban,medium
P09414,1999-12-12,Male,Germany,Urban,medium
P09415,1998-02-18,Female,United States,Urban,medium
P09416,1983-07-09,Male,Argentina,Urban,low
P09417,2007-04-26,Female,Fiji,Urban,medium
P09418,1989-10-21,Male,Germany,Rural,medium
P09419,1986-11-21,Female,Fiji,Rural,medium
P09420,2004-10-08,Female,India,Urban,high
P09421,1988-01-23,Female,Australia,Rural,medium
P09422,2002-10-08,Male,Japan,Urban,medium
P09423,2001-12-26,Male,Mexico,Urban,medium
P09424,1989-02-09,Male,United States,Urban,medium
P09425,2008-10-11,Male,Canada,Urban,low
P09426,2006-07-10,Male,Australia,Urban,medium
P09427,2001-01-15,Male,Egypt,Urban,medium
P09428,2001-09-18,Female,Argentina,Urban,low
P09429,1992-08-31,Female,France,Rural,medium
P09430,1997-09-09,Female,United Kingdom,Rural,low
P09431,2005-10-24,Female,Canada,Urban,medium
P09432,1983-08-17,Female,France,Urban,low
P09433,1995-01-21,Female,Canada,Urban,low
P09434,2000-03-13,Female,Australia,Urban,high
P09435,1988-04-04,Male,South Africa,Rural,low
P09436,2002-09-23,Male,United Kingdom,Urban,medium
P09437,1995-04-06,Male,Canada,Urban,low
P09438,1983-09-22,Male,Fiji,Urban,medium
P09439,1998-02-11,Female,Australia,Rural,medium
P09440,1989-08-10,Male,United States,Urban,medium
P09441,1988-06-20,Male,Japan,Urban,medium
P09442,1987-12-14,Male,Brazil,Urban,low
P09443,1992-07-20,Female,Nigeria,Urban,medium
P09444,1996-04-14,Male,France,Urban,medium
P09445,1981-11-11,Male,Argentina,Urban,high
P09446,1993-06-18,Male,Nigeria,Urban,medium
P09447,1989-10-10,Female,Fiji,Urban,high
P09448,2005-11-05,Female,France,Urban,low
P09449,2004-06-04,Male,India,Rural,high
P09450,1985-01-25,Female,India,Urban,medium
P09451,1998-11-12,Male,Nigeria,Urban,low
P09452,1995-07-23,Female,Mexico,Rural,medium
P09453,1996-10-24,Male,India,Urban,medium
P09454,1986-10-25,Male,China,Urban,medium
P09455,2006-06-28,Male,Nigeria,Rural,high
P09456,1987-05-29,Female,South Africa,Rural,low
P09457,1985-06-05,Female,Fiji,Urban,high
P09458,1996-12-25,Female,United States,Urban,high
P09459,1996-09-05,Male,China,Urban,medium
P09460,1985-05-22,Male,Argentina,Rural,low
P09461,1999-11-18,Male,Canada,Urban,medium
P09462,1998-06-21,Male,Germany,Urban,medium
P09463,2001-03-07,Male,Fiji,Urban,high
P09464,1988-11-23,Male,United Kingdom,Rural,medium
P09465,1989-10-03,Female,New Zealand,Urban,medium
P09466,1988-06-16,Female,Colombia,Rural,low
P09467,1992-02-01,Male,Colombia,Rural,low
P09468,1986-03-10,Male,South Africa,Urban,medium
P09469,2002-10-22,Female,United States,Urban,low
P09470,2002-08-09,Female,Fiji,Rural,medium
P09471,2006-10-16,Female,Nigeria,Urban,medium
P09472,1990-04-05,Female,Brazil,Rural,low
P09473,2005-07-13,Male,Egypt,Urban,medium
P09474,1999-02-18,Female,Brazil,Urban,medium
P09475,2002-06-27,Male,Fiji,Urban,medium
P09476,1989-11-16,Female,India,Urban,low
P09477,1995-07-17,Female,South Africa,Urban,high
P09478,1986-05-02,Male,Nigeria,Rural,medium
P09479,2008-05-11,Female,Argentina,Urban,medium
P09480,1989-02-28,Male,Egypt,Rural,medium
P09481,1993-09-13,Female,India,Urban,high
P09482,2000-11-18,Female,South Africa,Urban,low
P09483,1993-04-27,Male,Mexico,Urban,medium
P09484,2007-12-25,Male,South Africa,Rural,low
P09485,1984-12-05,Male,Australia,Urban,low
P09486,1998-10-05,Female,France,Rural,medium
P09487,2007-08-03,Male,Japan,Urban,medium
P09488,2000-07-12,Male,Australia,Urban,high
P09489,2002-09-09,Female,United States,Urban,high
P09490,2007-12-17,Male,China,Urban,medium
P09491,1995-06-17,Female,Mexico,Urban,low
P09492,1991-10-19,Female,Australia,Urban,medium
P09493,1986-06-15,Female,Fiji,Urban,low
P09494,2003-01-14,Male,United States,Urban,high
P09495,1989-08-01,Male,Brazil,Urban,medium
P09496,2007-08-12,Male,Brazil,Urban,medium
P09497,1984-08-09,Female,Argentina,Urban,medium
P09498,1983-11-07,Male,China,Urban,medium
P09499,1999-02-12,Female,United States,Rural,high
P09500,1981-09-29,Male,Brazil,Urban,medium
P09501,1997-04-19,Female,Argentina,Urban,medium
P09502,1985-03-28,Female,China,Urban,low
P09503,1990-09-12,Male,Australia,Urban,medium
P09504,2005-12-14,Female,South Africa,Urban,low
P09505,2007-06-25,Male,India,Urban,low
P09506,2004-01-17,Female,France,Urban,medium
P09507,1998-04-19,Male,France,Rural,medium
P09508,2005-11-03,Male,Fiji,Urban,medium
P09509,2000-05-15,Male,Nigeria,Urban,high
P09510,1981-09-18,Male,Mexico,Urban,medium
P09511,2004-10-10,Male,Mexico,Urban,low
P09512,1993-07-15,Male,South Africa,Rural,medium
P09513,1987-11-17,Female,United States,Urban,medium
P09514,2007-10-11,Male,South Africa,Rural,low
P09515,1991-03-11,Female,New Zealand,Rural,low
P09516,1989-11-30,Male,South Africa,Urban,medium
P09517,1994-11-27,Female,Brazil,Urban,medium
P09518,2005-01-11,Female,India,Urban,low
P09519,2000-11-03,Female,Argentina,Urban,high
P09520,1982-10-06,Male,Argentina,Urban,medium
P09521,1989-11-28,Female,United Kingdom,Urban,medium
P09522,1993-08-20,Male,South Africa,Urban,high
P09523,2005-06-29,Male,Australia,Urban,low
P09524,2002-04-14,Female,New Zealand,Rural,medium
P09525,1988-03-22,Female,France,Urban,high
P09526,1982-07-02,Female,Colombia,Rural,low
P09527,1990-06-16,Female,Mexico,Urban,medium
P09528,1989-03-07,Male,Fiji,Urban,medium
P09529,1994-10-16,Male,United States,Urban,low
P09530,1990-07-18,Female,United States,Rural,medium
P09531,2005-09-03,Female,Argentina,Rural,medium
P09532,1996-10-19,Male,United Kingdom,Urban,low
P09533,1983-02-22,Female,South Africa,Urban,high
P09534,1998-01-24,Female,United Kingdom,Rural,medium
P09535,1981-08-27,Male,Argentina,Urban,medium
P09536,1998-04-24,Female,Japan,Rural,medium
P09537,1999-01-14,Male,Argentina,Rural,medium
P09538,1996-08-16,Male,New Zealand,Urban,medium
P09539,1992-12-04,Male,United Kingdom,Urban,high
P09540,2002-01-03,Male,Australia,Urban,low
P09541,1993-10-20,Male,United States,Urban,high
P09542,2004-05-07,Male,Argentina,Rural,medium
P09543,1991-08-13,Male,Canada,Urban,high
P09544,2004-06-02,Male,New Zealand,Urban,medium
